artist_name,canonical_artist_name,canonical_album_title,album_title,primary_artist,release_year,first_release_date,label,format,catalog_number,source_site,source_url,artwork_url,confidence,notes
Jeff Berlin,Jeff Berlin,beyond that,Beyond That,Meg Hutchinson,2013,,Red House Records,"CD, Album",,discogs,https://api.discogs.com/releases/6769762,,medium,discogs type=release role=Appearance
Jeff Berlin,Jeff Berlin,groove and more,Groove And More,"Dennis Chambers Feat. Patti Austin, Scott Henderson (2), Stanley Jordan, Brian Auger, Jeff Berlin, Novecento, Gregg Kofi Brown*",2013,,Soul Trade,"CD, Album",,discogs,https://api.discogs.com/releases/8032118,,medium,discogs type=release role=Main
Jeff Berlin,Jeff Berlin,it s the way,It’s the Way,Jeff Berlin,2013,2013-08-13,,,,musicbrainz,https://musicbrainz.org/release-group/49f866a6-6b99-484a-a87a-e0effd52a1d9,https://coverartarchive.org/release-group/49f866a6-6b99-484a-a87a-e0effd52a1d9/front,medium,primary_type=Single
Jeff Berlin,Jeff Berlin,low standards,Low Standards,Jeff Berlin,2013,,Random Act Records,"CD, Album",,discogs,https://api.discogs.com/releases/7802267,,medium,discogs type=release role=Main
Jeff Berlin,Jeff Berlin,sentieri notturni,Sentieri Notturni,Various,2013,,Nic,"CD, Comp",,discogs,https://api.discogs.com/releases/22095058,,medium,discogs type=release role=TrackAppearance
Jeff Berlin,Jeff Berlin,spinning globe,Spinning Globe,Kazumi Watanabe Featuring Jeff Berlin & Virgil Donati,2013,,,,,discogs,https://api.discogs.com/masters/3341512,,medium,discogs type=master role=Main
Jeff Berlin,Jeff Berlin,through the years the definitve collection,Through The Years (From 1984 To 2012) The Definitve Collection,Novecento,2013,,Nicolosi Productions,"2xCD, Album, Comp",,discogs,https://api.discogs.com/releases/35133425,,medium,discogs type=release role=Appearance
Jeff Berlin,Jeff Berlin,100 originalnih hitova,100 Originalnih Hitova,Crvena Jabuka,2015,,,,,discogs,https://api.discogs.com/masters/1810170,,medium,discogs type=master role=Appearance
Jeff Berlin,Jeff Berlin,stories,Stories,"Frank Pilato, Andrea Marcelli, Jeff Berlin, Mitchel Forman, Gary Willis",2016,,ESC Records,"CD, Album",,discogs,https://api.discogs.com/releases/14603944,,medium,discogs type=release role=Main
Jeff Berlin,Jeff Berlin,true stories just as i thought,True Stories / Just As I Thought,"David Sancious, David Sancious And Tone",2016,,BGO Records,"CD, Comp, RM",,discogs,https://api.discogs.com/releases/12281604,,medium,discogs type=release role=Appearance
Jeff Berlin,Jeff Berlin,drum n voice vol 1 2 3 4 the complete series,Drum 'N' Voice Vol.1-2-3-4  The Complete Series,Billy Cobham,2017,,Soul Trade,"4xCDr, Album, Comp",,discogs,https://api.discogs.com/releases/10791369,,medium,discogs type=release role=Appearance
Jeff Berlin,Jeff Berlin,eidolon,Eidolon (The Allan Holdsworth Collection),Allan Holdsworth,2017,,,,,discogs,https://api.discogs.com/masters/2423659,,medium,discogs type=master role=Appearance
Jeff Berlin,Jeff Berlin,seems like a lifetime ago 1977 1980,Seems Like A Lifetime Ago 1977-1980,Bruford,2017,,,,,discogs,https://api.discogs.com/masters/2249650,,medium,discogs type=master role=Appearance
Jeff Berlin,Jeff Berlin,the allan holdsworth solo album collection,The Allan Holdsworth Solo Album Collection,Allan Holdsworth,2017,,,,,discogs,https://api.discogs.com/masters/1301924,,medium,discogs type=master role=Appearance
Jeff Berlin,Jeff Berlin,joe frazier round 3,Joe Frazier Round 3,Jeff Berlin,2018,,,,,discogs,https://api.discogs.com/masters/3134949,,medium,discogs type=master role=Main
Jeff Berlin,Jeff Berlin,random misfires,Random Misfires,Jeff Berlin (2),2018,,Not On Label,"CD, Album, Ltd",,discogs,https://api.discogs.com/releases/15623759,,medium,discogs type=release role=Main
Jeff Berlin,Jeff Berlin,river of light,River Of Light,Kristina Stykos,2018,,Thunder Ridge Records (2),"CD, Dig",,discogs,https://api.discogs.com/releases/14175826,,medium,discogs type=release role=Appearance
Jeff Berlin,Jeff Berlin,take my breath away,Take My Breath Away,Jeff Berlin,2018,2018-09-25,,,,musicbrainz,https://musicbrainz.org/release-group/e765988a-055e-464f-8a08-2073d947f0c5,https://coverartarchive.org/release-group/e765988a-055e-464f-8a08-2073d947f0c5/front,medium,primary_type=Single
Jeff Berlin,Jeff Berlin,live in westland mi 5 10 2019,"Live In Westland, MI - 5/10/2019",Moshulu,2019,,Not On Label,"CDr, CD-ROM, Unofficial",,discogs,https://api.discogs.com/releases/13787011,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,mister stormy s monday selection vol 2,Mister Stormy's Monday Selection Vol.2,Mister Stormy,2019,,Inner Knot,"2xCD, Comp",,discogs,https://api.discogs.com/releases/14058248,,medium,discogs type=release role=TrackAppearance
Jeff Berlin,Jeff Berlin,mister stormy s monday selection vol 3,Mister Stormy's Monday Selection Vol.3,Mister Stormy,2019,,Inner Knot,"2xCD, Comp",,discogs,https://api.discogs.com/releases/14250989,,medium,discogs type=release role=TrackAppearance
Jeff Berlin,Jeff Berlin,take my breath away,Take My Breath Away (DNTST Remix),Jeff Berlin,2019,2019-03-13,,,,musicbrainz,https://musicbrainz.org/release-group/faf056e6-da30-4ae5-9d55-feb6a83c9ac9,https://coverartarchive.org/release-group/faf056e6-da30-4ae5-9d55-feb6a83c9ac9/front,medium,primary_type=Single
Jeff Berlin,Jeff Berlin,transcendance,Transcendance,Jeff Berlin,2019,2019-08-02,,,,musicbrainz,https://musicbrainz.org/release-group/6d437115-6adf-43d3-a57c-f0c8110ac9df,https://coverartarchive.org/release-group/6d437115-6adf-43d3-a57c-f0c8110ac9df/front,medium,primary_type=Album
Jeff Berlin,Jeff Berlin,,Live At The Venue & 4th Album Rehearsal Sessions,Bruford,2020,,,,,discogs,https://api.discogs.com/masters/1758428,,medium,discogs type=master role=Appearance
Jeff Berlin,Jeff Berlin,stone toad 1979,Stone Toad 1979,Bruford,2020,,Galaxy (21),"CDr, Unofficial",,discogs,https://api.discogs.com/releases/15054371,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,strings attached,Strings Attached,Jeff Berlin,2020,2020-11-26,,,,musicbrainz,https://musicbrainz.org/release-group/670c0e17-f2cb-4c3c-b49d-3cb42012b1b0,https://coverartarchive.org/release-group/670c0e17-f2cb-4c3c-b49d-3cb42012b1b0/front,medium,primary_type=Album
Jeff Berlin,Jeff Berlin,an evening of yes music live in los angeles 1989,An Evening Of Yes Music: Live In Los Angeles 1989 ,Anderson Bruford Wakeman Howe,2021,,Galaxy (21),"2xCDr, Unofficial",,discogs,https://api.discogs.com/releases/19316212,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,greatest picks,Greatest Picks,The Bean Pickers Union,2021,,,,,discogs,https://api.discogs.com/masters/2182732,,medium,discogs type=master role=Appearance
Jeff Berlin,Jeff Berlin,jack songs,Jack Songs,Jeff Berlin,2022,,,,,discogs,https://api.discogs.com/masters/3226066,,medium,discogs type=master role=Main
Jeff Berlin,Jeff Berlin,vortex,Vortex,Derek Sherinian,2022,,,,,discogs,https://api.discogs.com/masters/2698061,,medium,discogs type=master role=Appearance
Jeff Berlin,Jeff Berlin,bremen 1988,Bremen 1988,John McLaughlin Trio,2023,,"Iac Music Japan, Hi Hat","CD, Unofficial",,discogs,https://api.discogs.com/releases/28072786,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,broken mold,Broken Mold,Jeff Berlin,2023,2023-10-21,,,,musicbrainz,https://musicbrainz.org/release-group/44b430b7-9fc3-4944-813b-6b949f835e59,https://coverartarchive.org/release-group/44b430b7-9fc3-4944-813b-6b949f835e59/front,medium,primary_type=EP
Jeff Berlin,Jeff Berlin,hammer and a bell,Hammer And A Bell,Tim Gearan,2023,,Not On Label (Tim Gearan Self-Released),"CD, Album",,discogs,https://api.discogs.com/releases/33059133,,medium,discogs type=release role=Appearance
Jeff Berlin,Jeff Berlin,berkeley ca 1982,"Berkeley, CA 1982",Allan Holdsworth,2024,,"King Street, Alive The Live","2xCD, Unofficial",,discogs,https://api.discogs.com/releases/30848598,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,end of a rainbow the cti masters,End Of A Rainbow - The CTI Masters,Patti Austin,2024,,,,,discogs,https://api.discogs.com/masters/3536381,,medium,discogs type=master role=UnofficialRelease
Jeff Berlin,Jeff Berlin,keep swingin the music of charlie banacos,Keep Swingin': The Music Of Charlie Banacos,Dial* And DeRosa*,2024,,Outside In Music,"CD, Album",,discogs,https://api.discogs.com/releases/35522251,,medium,discogs type=release role=Appearance
Jeff Berlin,Jeff Berlin,live in boston 1980,Live In Boston 1980,Bruford,2024,,"King Street, Alive The Live","CD, Unofficial",,discogs,https://api.discogs.com/releases/31017166,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,fainting in france,Fainting In France,Bruford,2025,,Galaxy (21),"2xCDr, Unofficial",,discogs,https://api.discogs.com/releases/33784740,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,live in new haven 1979,Live In New Haven 1979,Bruford,2025,,"Alive The Live, king street","CD, Album, Unofficial",,discogs,https://api.discogs.com/releases/33087510,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,live in nimes france 1979,Live In Nimes France 1979,Bruford,2026,,"Alive The Live, king street","2xCD, Album, Unofficial",,discogs,https://api.discogs.com/releases/36637363,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,an evening of yes music plus vol i,An Evening Of Yes Music Plus • Vol. I (Live 1994),Yes,,,,,,discogs,https://api.discogs.com/masters/287958,,medium,discogs type=master role=UnofficialRelease
Jeff Berlin,Jeff Berlin,berkeley 1980,Berkeley 1980,Bruford,,,Peace Frog (2),"CDr, Album, Unofficial",,discogs,https://api.discogs.com/releases/33784602,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,boston t party,Boston T Party,"Dennis Chambers, Jeff Berlin, David Fiuczynski, T. Lavitz",,,,,,discogs,https://api.discogs.com/masters/780428,,medium,discogs type=master role=UnofficialRelease
Jeff Berlin,Jeff Berlin,crossroads,Crossroads,Jeff Berlin,,,,Compilation,,musicbrainz,https://musicbrainz.org/release-group/84ec73e7-2b32-3415-a50d-e32f54e957aa,https://coverartarchive.org/release-group/84ec73e7-2b32-3415-a50d-e32f54e957aa/front,medium,primary_type=Album
Jeff Berlin,Jeff Berlin,feels good to me,Feels Good To Me,Bruford,,,,,,discogs,https://api.discogs.com/masters/199409,,medium,discogs type=master role=UnofficialRelease
Jeff Berlin,Jeff Berlin,jack songs,Jack Songs,Jeff Berlin,,,,,,discogs,https://api.discogs.com/masters/3226066,,medium,discogs type=master role=UnofficialRelease
Jeff Berlin,Jeff Berlin,jazz magazine vol 70,Jazz Magazine Vol. 70,Various,,,New Sounds 2000,"CD, Comp",,discogs,https://api.discogs.com/releases/28045923,,medium,discogs type=release role=TrackAppearance
Jeff Berlin,Jeff Berlin,master series,Master Series,Jeff Berlin,,,,Compilation,,musicbrainz,https://musicbrainz.org/release-group/15d02a95-e7ae-4ed2-9bc7-ba3b521aeaee,https://coverartarchive.org/release-group/15d02a95-e7ae-4ed2-9bc7-ba3b521aeaee/front,medium,primary_type=Album
Jeff Berlin,Jeff Berlin,master strokes 1978 1985,Master Strokes 1978-1985,Bill Bruford,,,,,,discogs,https://api.discogs.com/masters/261663,,medium,discogs type=master role=UnofficialRelease
Jeff Berlin,Jeff Berlin,paris may 31 1979,"Paris May 31, 1979",Bruford,,,Blue U,"2xCDr, Album, Unofficial",,discogs,https://api.discogs.com/releases/13898434,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,radiovoices volume 2,RadioVoices Volume 2,Various,,,William Morris Agency,"CD, Promo",,discogs,https://api.discogs.com/releases/30343457,,medium,discogs type=release role=TrackAppearance
Jeff Berlin,Jeff Berlin,rise and shine,Rise And Shine,Bruford,,,Peace Frog (2),"CDr, Album, Unofficial",,discogs,https://api.discogs.com/releases/33784410,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,road games,Road Games,Allan Holdsworth,,,,,,discogs,https://api.discogs.com/masters/199435,,medium,discogs type=master role=UnofficialRelease
Jeff Berlin,Jeff Berlin,ronan quinn,Ronan Quinn,Ronan Quinn (3),,,Not On Label (Ronan Quinn (3) Self-released),"CD, Album",,discogs,https://api.discogs.com/releases/25038346,,medium,discogs type=release role=Appearance
Jeff Berlin,Jeff Berlin,the spice of life,The Spice of Life (In Concert),Kazumi Watanabe,,,Tachika Records,"CD, Unofficial",,discogs,https://api.discogs.com/releases/16509357,,medium,discogs type=release role=UnofficialRelease
Jeff Berlin,Jeff Berlin,the story of i,The Story Of I,Patrick Moraz,,,,,,discogs,https://api.discogs.com/masters/18035,,medium,discogs type=master role=UnofficialRelease
Jeff Berlin,Jeff Berlin,wam bam live in japan,Wam Bam Live in Japan,Jeff Berlin,,,,Live,,musicbrainz,https://musicbrainz.org/release-group/671f30a9-c15d-3a34-acee-5af50b4b3361,https://coverartarchive.org/release-group/671f30a9-c15d-3a34-acee-5af50b4b3361/front,medium,primary_type=Album
Jeff Berlin,Jeff Berlin,live 1983 03 19 the savoy new york ny usa,"live, 1983-03-19: The Savoy, New York, NY, USA",Jeff Berlin,,,,Live,,musicbrainz,https://musicbrainz.org/release-group/6ea96551-f43a-42e1-b686-f34658611e66,https://coverartarchive.org/release-group/6ea96551-f43a-42e1-b686-f34658611e66/front,medium,primary_type=Broadcast
