artist_name,image_url,source_page_url,source_site,page_title,alt_text,caption_or_context,width,height,confidence,notes
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/8/89/RIT_NandE_Vol16Num6_1984_Oct18_Complete.pdf,https://commons.wikimedia.org/wiki/File:RIT NandE Vol16Num6 1984 Oct18 Complete.pdf,wikimedia commons,File:RIT NandE Vol16Num6 1984 Oct18 Complete.pdf,File:RIT NandE Vol16Num6 1984 Oct18 Complete.pdf,commons search result,1650,2550,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/b/b2/Sally_Crew.jpg,https://commons.wikimedia.org/wiki/File:Sally Crew.jpg,wikimedia commons,File:Sally Crew.jpg,File:Sally Crew.jpg,commons search result,4000,2667,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/8/87/-rpTEN_-_Tag_2_%2826772702586%29.jpg,https://commons.wikimedia.org/wiki/File:-rpTEN - Tag 2 (26772702586).jpg,wikimedia commons,File:-rpTEN - Tag 2 (26772702586).jpg,File:-rpTEN - Tag 2 (26772702586).jpg,commons search result,4982,3210,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/c/ce/-rpTEN_-_Tag_2_%2826772702716%29.jpg,https://commons.wikimedia.org/wiki/File:-rpTEN - Tag 2 (26772702716).jpg,wikimedia commons,File:-rpTEN - Tag 2 (26772702716).jpg,File:-rpTEN - Tag 2 (26772702716).jpg,commons search result,5193,3588,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/6/69/Anatomie_des_krankhaften_Baues_von_einigen_der_wichtigsten_Theile_im_menschlichen_K%C3%B6rper_%28IA_anatomiedeskrank00bail%29.pdf,https://commons.wikimedia.org/wiki/File:Anatomie des krankhaften Baues von einigen der wichtigsten Theile im menschlichen Körper (IA anatomiedeskrank00bail).pdf,wikimedia commons,File:Anatomie des krankhaften Baues von einigen der wichtigsten Theile im menschlichen Körper (IA anatomiedeskrank00bail).pdf,File:Anatomie des krankhaften Baues von einigen der wichtigsten Theile im menschlichen Körper (IA anatomiedeskrank00bail).pdf,commons search result,654,1139,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/3/38/Biographische_Denkmale_-_%28IA_biographischeden41varn%29.pdf,https://commons.wikimedia.org/wiki/File:Biographische Denkmale - (IA biographischeden41varn).pdf,wikimedia commons,File:Biographische Denkmale - (IA biographischeden41varn).pdf,File:Biographische Denkmale - (IA biographischeden41varn).pdf,commons search result,570,997,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/2/2b/COOPERATIVE_RESEARCH_AND_HOW_IT_RELATES_TO_THE_REAUTHORIZATION_OF_THE_MAGNUSON-STEVENS_FISHERY_CONSERVATION_AND_MANAGEMENT_ACT_%28IA_gov.gpo.fdsys.CHRG-107hhrg76595%29.pdf,https://commons.wikimedia.org/wiki/File:COOPERATIVE RESEARCH AND HOW IT RELATES TO THE REAUTHORIZATION OF THE MAGNUSON-STEVENS FISHERY CONSERVATION AND MANAGEMENT ACT (IA gov.gpo.fdsys.CHRG-107hhrg76595).pdf,wikimedia commons,File:COOPERATIVE RESEARCH AND HOW IT RELATES TO THE REAUTHORIZATION OF THE MAGNUSON-STEVENS FISHERY CONSERVATION AND MANAGEMENT ACT (IA gov.gpo.fdsys.CHRG-107hhrg76595).pdf,File:COOPERATIVE RESEARCH AND HOW IT RELATES TO THE REAUTHORIZATION OF THE MAGNUSON-STEVENS FISHERY CONSERVATION AND MANAGEMENT ACT (IA gov.gpo.fdsys.CHRG-107hhrg76595).pdf,commons search result,1275,1650,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/5/52/Das_Gebiss_der_Schnecken_zur_Begr%C3%BCndung_einer_nat%C3%BCrlichen_Classification_%28IA_dasgebissderschn02tros%29.pdf,https://commons.wikimedia.org/wiki/File:Das Gebiss der Schnecken zur Begründung einer natürlichen Classification (IA dasgebissderschn02tros).pdf,wikimedia commons,File:Das Gebiss der Schnecken zur Begründung einer natürlichen Classification (IA dasgebissderschn02tros).pdf,File:Das Gebiss der Schnecken zur Begründung einer natürlichen Classification (IA dasgebissderschn02tros).pdf,commons search result,1195,1541,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/a/a0/Der_Nibelungen_Lied_-_%28IA_dernibelungenlie01hage_0%29.pdf,https://commons.wikimedia.org/wiki/File:Der Nibelungen Lied - (IA dernibelungenlie01hage 0).pdf,wikimedia commons,File:Der Nibelungen Lied - (IA dernibelungenlie01hage 0).pdf,File:Der Nibelungen Lied - (IA dernibelungenlie01hage 0).pdf,commons search result,687,1187,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/0/00/Der_gemischte_Wald%2C_seine_Begr%C3%BCndung_und_Pflege%2C_insbesondere_durch_Horst-_und_Gruppenwirtschaft_%28IA_dergemischtewald00gaye%29.pdf,"https://commons.wikimedia.org/wiki/File:Der gemischte Wald, seine Begründung und Pflege, insbesondere durch Horst- und Gruppenwirtschaft (IA dergemischtewald00gaye).pdf",wikimedia commons,"File:Der gemischte Wald, seine Begründung und Pflege, insbesondere durch Horst- und Gruppenwirtschaft (IA dergemischtewald00gaye).pdf","File:Der gemischte Wald, seine Begründung und Pflege, insbesondere durch Horst- und Gruppenwirtschaft (IA dergemischtewald00gaye).pdf",commons search result,835,1291,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/3/34/Die_Pest_in_der_russischen_Armee_zur_Zeit_des_T%C3%BCrkenkrieges_im_Jahre_1828_und_1829_%28IA_b22317156%29.pdf,https://commons.wikimedia.org/wiki/File:Die Pest in der russischen Armee zur Zeit des Türkenkrieges im Jahre 1828 und 1829 (IA b22317156).pdf,wikimedia commons,File:Die Pest in der russischen Armee zur Zeit des Türkenkrieges im Jahre 1828 und 1829 (IA b22317156).pdf,File:Die Pest in der russischen Armee zur Zeit des Türkenkrieges im Jahre 1828 und 1829 (IA b22317156).pdf,commons search result,597,1031,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/b/b8/Die_deutsche_Turnkunst_zur_Einrichtung_der_Turnpl%C3%A4tze._Dargestellt_%28IA_b29305366%29.pdf,https://commons.wikimedia.org/wiki/File:Die deutsche Turnkunst zur Einrichtung der Turnplätze. Dargestellt (IA b29305366).pdf,wikimedia commons,File:Die deutsche Turnkunst zur Einrichtung der Turnplätze. Dargestellt (IA b29305366).pdf,File:Die deutsche Turnkunst zur Einrichtung der Turnplätze. Dargestellt (IA b29305366).pdf,commons search result,1037,1704,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/b/bb/Die_gottesdienstlichen_Alterth%C3%BCmer_der_Obotriten_aus_dem_Tempel_zu_Rhetra_am_Tollenzer-See_%28IA_diegottesdienstl00woge%29.pdf,https://commons.wikimedia.org/wiki/File:Die gottesdienstlichen Alterthümer der Obotriten aus dem Tempel zu Rhetra am Tollenzer-See (IA diegottesdienstl00woge).pdf,wikimedia commons,File:Die gottesdienstlichen Alterthümer der Obotriten aus dem Tempel zu Rhetra am Tollenzer-See (IA diegottesdienstl00woge).pdf,File:Die gottesdienstlichen Alterthümer der Obotriten aus dem Tempel zu Rhetra am Tollenzer-See (IA diegottesdienstl00woge).pdf,commons search result,1143,1366,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/9/9b/Disco_ad-hoc_hasenheide_2023-05-28.png,https://commons.wikimedia.org/wiki/File:Disco ad-hoc hasenheide 2023-05-28.png,wikimedia commons,File:Disco ad-hoc hasenheide 2023-05-28.png,File:Disco ad-hoc hasenheide 2023-05-28.png,commons search result,4835,3610,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/c/c8/Erstklassige_Menschen_-_Roman_aus_der_Offizierskaste_%28IA_erstklassigemens01baud%29.pdf,https://commons.wikimedia.org/wiki/File:Erstklassige Menschen - Roman aus der Offizierskaste (IA erstklassigemens01baud).pdf,wikimedia commons,File:Erstklassige Menschen - Roman aus der Offizierskaste (IA erstklassigemens01baud).pdf,File:Erstklassige Menschen - Roman aus der Offizierskaste (IA erstklassigemens01baud).pdf,commons search result,666,1010,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/3/37/FEDLINK_-_United_States_Federal_Collection_%28IA_medicalrecordspr00unit%29.pdf,https://commons.wikimedia.org/wiki/File:FEDLINK - United States Federal Collection (IA medicalrecordspr00unit).pdf,wikimedia commons,File:FEDLINK - United States Federal Collection (IA medicalrecordspr00unit).pdf,File:FEDLINK - United States Federal Collection (IA medicalrecordspr00unit).pdf,commons search result,1170,1895,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/4/4b/Gotthold_Ephraim_Lessing%27s_s%C3%A4mmtliche_Schriften._Bd._10%2C_1856_%28IA_bub_gb_RxUuAAAAYAAJ%29.pdf,"https://commons.wikimedia.org/wiki/File:Gotthold Ephraim Lessing's sämmtliche Schriften. Bd. 10, 1856 (IA bub gb RxUuAAAAYAAJ).pdf",wikimedia commons,"File:Gotthold Ephraim Lessing's sämmtliche Schriften. Bd. 10, 1856 (IA bub gb RxUuAAAAYAAJ).pdf","File:Gotthold Ephraim Lessing's sämmtliche Schriften. Bd. 10, 1856 (IA bub gb RxUuAAAAYAAJ).pdf",commons search result,625,956,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/b/ba/Gotthold_Ephraim_Lessings_s%C3%A4mmtliche_Schriften_%28IA_gottholdephraiml04less_0%29.pdf,https://commons.wikimedia.org/wiki/File:Gotthold Ephraim Lessings sämmtliche Schriften (IA gottholdephraiml04less 0).pdf,wikimedia commons,File:Gotthold Ephraim Lessings sämmtliche Schriften (IA gottholdephraiml04less 0).pdf,File:Gotthold Ephraim Lessings sämmtliche Schriften (IA gottholdephraiml04less 0).pdf,commons search result,752,1239,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/3/34/Gotthold_Ephraim_Lessings_s%C3%A4mmtliche_Schriften_%28IA_gottholdephraiml06less_0%29.pdf,https://commons.wikimedia.org/wiki/File:Gotthold Ephraim Lessings sämmtliche Schriften (IA gottholdephraiml06less 0).pdf,wikimedia commons,File:Gotthold Ephraim Lessings sämmtliche Schriften (IA gottholdephraiml06less 0).pdf,File:Gotthold Ephraim Lessings sämmtliche Schriften (IA gottholdephraiml06less 0).pdf,commons search result,675,1204,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/0/07/Herder%27s_Kritische_W%C3%A4lder_%28IA_herderskritische00herd%29.pdf,https://commons.wikimedia.org/wiki/File:Herder's Kritische Wälder (IA herderskritische00herd).pdf,wikimedia commons,File:Herder's Kritische Wälder (IA herderskritische00herd).pdf,File:Herder's Kritische Wälder (IA herderskritische00herd).pdf,commons search result,704,1037,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/b/b4/Irene_Aug_27_2011_1530Z.jpg,https://commons.wikimedia.org/wiki/File:Irene Aug 27 2011 1530Z.jpg,wikimedia commons,File:Irene Aug 27 2011 1530Z.jpg,File:Irene Aug 27 2011 1530Z.jpg,commons search result,7200,9400,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/a/a0/Jeetendr_Headshot.jpg,https://commons.wikimedia.org/wiki/File:Jeetendr Headshot.jpg,wikimedia commons,File:Jeetendr Headshot.jpg,File:Jeetendr Headshot.jpg,commons search result,468,702,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/4/4d/Jeetendr_Sehdev.png,https://commons.wikimedia.org/wiki/File:Jeetendr Sehdev.png,wikimedia commons,File:Jeetendr Sehdev.png,File:Jeetendr Sehdev.png,commons search result,591,591,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/4/43/Knickerbocker_almanac%2C_for_the_year_of_our_Lord%2C_1882_%28IA_knickerbockeral00wrig%29.pdf,"https://commons.wikimedia.org/wiki/File:Knickerbocker almanac, for the year of our Lord, 1882 (IA knickerbockeral00wrig).pdf",wikimedia commons,"File:Knickerbocker almanac, for the year of our Lord, 1882 (IA knickerbockeral00wrig).pdf","File:Knickerbocker almanac, for the year of our Lord, 1882 (IA knickerbockeral00wrig).pdf",commons search result,727,1235,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/5/5a/Knowledge_Belongs_to_All_of_Us_V9.0.2_%28FINAL_CUT%29.webm,https://commons.wikimedia.org/wiki/File:Knowledge Belongs to All of Us V9.0.2 (FINAL CUT).webm,wikimedia commons,File:Knowledge Belongs to All of Us V9.0.2 (FINAL CUT).webm,File:Knowledge Belongs to All of Us V9.0.2 (FINAL CUT).webm,commons search result,4096,1716,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/c/c9/Kosmos_%28IA_kosmos11877leip%29.pdf,https://commons.wikimedia.org/wiki/File:Kosmos (IA kosmos11877leip).pdf,wikimedia commons,File:Kosmos (IA kosmos11877leip).pdf,File:Kosmos (IA kosmos11877leip).pdf,commons search result,660,1125,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/1/1f/Luise_Auguste_Wilhelmine_Amalie%2C_K%C3%B6niginn_von_Preussen_-_ein_Denkmal_mit_dem_Bildnisse_der_verewigten_Monachinn_%28IA_luiseaugustewilh00berl%29.pdf,"https://commons.wikimedia.org/wiki/File:Luise Auguste Wilhelmine Amalie, Königinn von Preussen - ein Denkmal mit dem Bildnisse der verewigten Monachinn (IA luiseaugustewilh00berl).pdf",wikimedia commons,"File:Luise Auguste Wilhelmine Amalie, Königinn von Preussen - ein Denkmal mit dem Bildnisse der verewigten Monachinn (IA luiseaugustewilh00berl).pdf","File:Luise Auguste Wilhelmine Amalie, Königinn von Preussen - ein Denkmal mit dem Bildnisse der verewigten Monachinn (IA luiseaugustewilh00berl).pdf",commons search result,708,1189,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/e/e7/Martha_Coakley_%2815127931834%29.jpg,https://commons.wikimedia.org/wiki/File:Martha Coakley (15127931834).jpg,wikimedia commons,File:Martha Coakley (15127931834).jpg,File:Martha Coakley (15127931834).jpg,commons search result,452,471,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/3/37/Medical_Heritage_Library_%28IA_b22029771%29.pdf,https://commons.wikimedia.org/wiki/File:Medical Heritage Library (IA b22029771).pdf,wikimedia commons,File:Medical Heritage Library (IA b22029771).pdf,File:Medical Heritage Library (IA b22029771).pdf,commons search result,783,1281,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/f/fe/Medical_Heritage_Library_%28IA_s1id13303900%29.pdf,https://commons.wikimedia.org/wiki/File:Medical Heritage Library (IA s1id13303900).pdf,wikimedia commons,File:Medical Heritage Library (IA s1id13303900).pdf,File:Medical Heritage Library (IA s1id13303900).pdf,commons search result,1093,1862,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/b/b5/Medical_Heritage_Library_%28IA_treatiseonnature00litt%29.pdf,https://commons.wikimedia.org/wiki/File:Medical Heritage Library (IA treatiseonnature00litt).pdf,wikimedia commons,File:Medical Heritage Library (IA treatiseonnature00litt).pdf,File:Medical Heritage Library (IA treatiseonnature00litt).pdf,commons search result,806,1264,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/6/6d/Memorial_of_Prof._Charles_Hooker%2C_M.D._-_the_inaugural_address_of_Leonard_J._Sanford%2C_M.D.%2C_as_professor_of_anatomy_and_physiology_in_Yale_College%2C_delivered%2C_September_17th%2C_1863_%28IA_9514817.nlm.nih.gov%29.pdf,"https://commons.wikimedia.org/wiki/File:Memorial of Prof. Charles Hooker, M.D. - the inaugural address of Leonard J. Sanford, M.D., as professor of anatomy and physiology in Yale College, delivered, September 17th, 1863 (IA 9514817.nlm.nih.gov).pdf",wikimedia commons,"File:Memorial of Prof. Charles Hooker, M.D. - the inaugural address of Leonard J. Sanford, M.D., as professor of anatomy and physiology in Yale College, delivered, September 17th, 1863 (IA 9514817.nlm.nih.gov).pdf","File:Memorial of Prof. Charles Hooker, M.D. - the inaugural address of Leonard J. Sanford, M.D., as professor of anatomy and physiology in Yale College, delivered, September 17th, 1863 (IA 9514817.nlm.nih.gov).pdf",commons search result,772,1172,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/a/a4/Memphis_h42367.jpg,https://commons.wikimedia.org/wiki/File:Memphis h42367.jpg,wikimedia commons,File:Memphis h42367.jpg,File:Memphis h42367.jpg,commons search result,740,480,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/a/a2/Neues_Jahrbuch_f%C3%BCr_Mineralogie%2C_Geologie_und_Palaeontologie._Jg._1896%2C_Bd._2_%28IA_neuesjahrbuchfrm18962leon%29.pdf,"https://commons.wikimedia.org/wiki/File:Neues Jahrbuch für Mineralogie, Geologie und Palaeontologie. Jg. 1896, Bd. 2 (IA neuesjahrbuchfrm18962leon).pdf",wikimedia commons,"File:Neues Jahrbuch für Mineralogie, Geologie und Palaeontologie. Jg. 1896, Bd. 2 (IA neuesjahrbuchfrm18962leon).pdf","File:Neues Jahrbuch für Mineralogie, Geologie und Palaeontologie. Jg. 1896, Bd. 2 (IA neuesjahrbuchfrm18962leon).pdf",commons search result,864,1287,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/c/c6/Non-traditional_missions_and_the_U.S._Military-_past%2C_present%2C_and_prospects_%28IA_nontraditionalmi1094531406%29.pdf,"https://commons.wikimedia.org/wiki/File:Non-traditional missions and the U.S. Military- past, present, and prospects (IA nontraditionalmi1094531406).pdf",wikimedia commons,"File:Non-traditional missions and the U.S. Military- past, present, and prospects (IA nontraditionalmi1094531406).pdf","File:Non-traditional missions and the U.S. Military- past, present, and prospects (IA nontraditionalmi1094531406).pdf",commons search result,1275,1650,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/f/f0/PJ_2012.jpg,https://commons.wikimedia.org/wiki/File:PJ 2012.jpg,wikimedia commons,File:PJ 2012.jpg,File:PJ 2012.jpg,commons search result,3061,1451,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/5/50/Papers_relating_to_the_treaty_of_Washington_.._%28IA_cu31924007450426%29.pdf,https://commons.wikimedia.org/wiki/File:Papers relating to the treaty of Washington .. (IA cu31924007450426).pdf,wikimedia commons,File:Papers relating to the treaty of Washington .. (IA cu31924007450426).pdf,File:Papers relating to the treaty of Washington .. (IA cu31924007450426).pdf,commons search result,800,1325,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/6/67/PearlJamBerlin2-2012.jpg,https://commons.wikimedia.org/wiki/File:PearlJamBerlin2-2012.jpg,wikimedia commons,File:PearlJamBerlin2-2012.jpg,File:PearlJamBerlin2-2012.jpg,commons search result,3264,2448,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/2/25/Praktische_Anweisung_zur_Verfertigung_der_Venezianischen_Estriche_-_mit_24_Kupfertafeln_%28IA_gri_33125012248619%29.pdf,https://commons.wikimedia.org/wiki/File:Praktische Anweisung zur Verfertigung der Venezianischen Estriche - mit 24 Kupfertafeln (IA gri 33125012248619).pdf,wikimedia commons,File:Praktische Anweisung zur Verfertigung der Venezianischen Estriche - mit 24 Kupfertafeln (IA gri 33125012248619).pdf,File:Praktische Anweisung zur Verfertigung der Venezianischen Estriche - mit 24 Kupfertafeln (IA gri 33125012248619).pdf,commons search result,1364,1643,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/4/4d/Presentaci%C3%B3n_de_la_estrategia_2030_de_Wikimedia.pdf,https://commons.wikimedia.org/wiki/File:Presentación de la estrategia 2030 de Wikimedia.pdf,wikimedia commons,File:Presentación de la estrategia 2030 de Wikimedia.pdf,File:Presentación de la estrategia 2030 de Wikimedia.pdf,commons search result,1500,843,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/d/d5/Presentation_Wikimania_2019_-_Wikispeech.pdf,https://commons.wikimedia.org/wiki/File:Presentation Wikimania 2019 - Wikispeech.pdf,wikimedia commons,File:Presentation Wikimania 2019 - Wikispeech.pdf,File:Presentation Wikimania 2019 - Wikispeech.pdf,commons search result,1500,843,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/5/54/Re-publica_2015_-_Tag_3_%2817199076257%29.jpg,https://commons.wikimedia.org/wiki/File:Re-publica 2015 - Tag 3 (17199076257).jpg,wikimedia commons,File:Re-publica 2015 - Tag 3 (17199076257).jpg,File:Re-publica 2015 - Tag 3 (17199076257).jpg,commons search result,5760,3840,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/0/01/Re-publica_2015_-_Tag_3_%2817199353367%29.jpg,https://commons.wikimedia.org/wiki/File:Re-publica 2015 - Tag 3 (17199353367).jpg,wikimedia commons,File:Re-publica 2015 - Tag 3 (17199353367).jpg,File:Re-publica 2015 - Tag 3 (17199353367).jpg,commons search result,5760,3840,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/8/81/Re_publica_2015_-_Tag_1_%2817197025098%29.jpg,https://commons.wikimedia.org/wiki/File:Re publica 2015 - Tag 1 (17197025098).jpg,wikimedia commons,File:Re publica 2015 - Tag 1 (17197025098).jpg,File:Re publica 2015 - Tag 1 (17197025098).jpg,commons search result,5760,3840,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/b/b8/Robin_Schulz_-_%22Sugar%22_-_Director%27s_Cut.webm,"https://commons.wikimedia.org/wiki/File:Robin Schulz - ""Sugar"" - Director's Cut.webm",wikimedia commons,"File:Robin Schulz - ""Sugar"" - Director's Cut.webm","File:Robin Schulz - ""Sugar"" - Director's Cut.webm",commons search result,1920,1080,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/7/76/Sammlung_merkw%C3%BCrdiger_Erfahrungen%2C_die_den_Werth_und_grossen_Nutzen_der_Pocken-Inoculation_n%C3%A4her_bestimmen_k%C3%B6nnen._Zweites_und_drittes_St%C3%BCck_%28only%29_%28IA_b30790487%29.pdf,"https://commons.wikimedia.org/wiki/File:Sammlung merkwürdiger Erfahrungen, die den Werth und grossen Nutzen der Pocken-Inoculation näher bestimmen können. Zweites und drittes Stück (only) (IA b30790487).pdf",wikimedia commons,"File:Sammlung merkwürdiger Erfahrungen, die den Werth und grossen Nutzen der Pocken-Inoculation näher bestimmen können. Zweites und drittes Stück (only) (IA b30790487).pdf","File:Sammlung merkwürdiger Erfahrungen, die den Werth und grossen Nutzen der Pocken-Inoculation näher bestimmen können. Zweites und drittes Stück (only) (IA b30790487).pdf",commons search result,825,1554,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/3/39/Schriften_der_Berlinischen_Gesellschaft_naturforschender_Freunde_%3B_mit_Kupfern_%28IA_schriftenderberl31783berl%29.pdf,https://commons.wikimedia.org/wiki/File:Schriften der Berlinischen Gesellschaft naturforschender Freunde ; mit Kupfern (IA schriftenderberl31783berl).pdf,wikimedia commons,File:Schriften der Berlinischen Gesellschaft naturforschender Freunde ; mit Kupfern (IA schriftenderberl31783berl).pdf,File:Schriften der Berlinischen Gesellschaft naturforschender Freunde ; mit Kupfern (IA schriftenderberl31783berl).pdf,commons search result,793,1387,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/3/34/Strategia_ruchu_Wikimedia.pdf,https://commons.wikimedia.org/wiki/File:Strategia ruchu Wikimedia.pdf,wikimedia commons,File:Strategia ruchu Wikimedia.pdf,File:Strategia ruchu Wikimedia.pdf,commons search result,1500,843,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/2/2d/Ueber_die_Trunksucht_und_eine_rationelle_Heilmethode_derselben_-_geschrieben_zur_Beherzigung_f%C3%BCr_Jedermann_%28IA_b22306808%29.pdf,https://commons.wikimedia.org/wiki/File:Ueber die Trunksucht und eine rationelle Heilmethode derselben - geschrieben zur Beherzigung für Jedermann (IA b22306808).pdf,wikimedia commons,File:Ueber die Trunksucht und eine rationelle Heilmethode derselben - geschrieben zur Beherzigung für Jedermann (IA b22306808).pdf,File:Ueber die Trunksucht und eine rationelle Heilmethode derselben - geschrieben zur Beherzigung für Jedermann (IA b22306808).pdf,commons search result,656,1062,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/6/6f/VDI-Z%3B_Zeitschrift_f%C3%BCr_die_Entwicklung%2C_Konstruktion%2C_Produktion_%28IA_bub_gb_a5vmAAAAMAAJ%29.pdf,"https://commons.wikimedia.org/wiki/File:VDI-Z; Zeitschrift für die Entwicklung, Konstruktion, Produktion (IA bub gb a5vmAAAAMAAJ).pdf",wikimedia commons,"File:VDI-Z; Zeitschrift für die Entwicklung, Konstruktion, Produktion (IA bub gb a5vmAAAAMAAJ).pdf","File:VDI-Z; Zeitschrift für die Entwicklung, Konstruktion, Produktion (IA bub gb a5vmAAAAMAAJ).pdf",commons search result,625,802,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/d/d7/Wikispeech-presentation%2C_Wikimania_2021.pdf,"https://commons.wikimedia.org/wiki/File:Wikispeech-presentation, Wikimania 2021.pdf",wikimedia commons,"File:Wikispeech-presentation, Wikimania 2021.pdf","File:Wikispeech-presentation, Wikimania 2021.pdf",commons search result,1500,843,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/1/11/Works_%28IA_cu31924022200798%29.pdf,https://commons.wikimedia.org/wiki/File:Works (IA cu31924022200798).pdf,wikimedia commons,File:Works (IA cu31924022200798).pdf,File:Works (IA cu31924022200798).pdf,commons search result,591,1012,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/7/7b/Aksam_1936_mart_9.pdf,https://commons.wikimedia.org/wiki/File:Aksam 1936 mart 9.pdf,wikimedia commons,File:Aksam 1936 mart 9.pdf,File:Aksam 1936 mart 9.pdf,commons search result,2200,3214,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/0/00/Autobiography_of_Oliver_Otis_Howard%2C_major-general%2C_United_States_army_%28IA_autobiographyofo02inhowa%29.pdf,"https://commons.wikimedia.org/wiki/File:Autobiography of Oliver Otis Howard, major-general, United States army (IA autobiographyofo02inhowa).pdf",wikimedia commons,"File:Autobiography of Oliver Otis Howard, major-general, United States army (IA autobiographyofo02inhowa).pdf","File:Autobiography of Oliver Otis Howard, major-general, United States army (IA autobiographyofo02inhowa).pdf",commons search result,912,1352,medium,from wikimedia commons search
Jeff Berlin,https://upload.wikimedia.org/wikipedia/commons/f/f1/Books_from_the_Library_of_Congress_%28IA_pictorialbiograp01good%29.pdf,https://commons.wikimedia.org/wiki/File:Books from the Library of Congress (IA pictorialbiograp01good).pdf,wikimedia commons,File:Books from the Library of Congress (IA pictorialbiograp01good).pdf,File:Books from the Library of Congress (IA pictorialbiograp01good).pdf,commons search result,1143,1606,medium,from wikimedia commons search
